system:index,total_precipitation_hourly
19800108T01,5.86735203627412e-05
19800108T02,6.850075821985838e-05
19800108T03,6.186485836715257e-05
19800108T04,6.791362712708788e-05
19800108T05,8.123595874675808e-05
19800108T06,7.617978847612275e-05
19800108T07,5.628544802607853e-05
19800108T08,3.770620835395492e-05
19800108T09,3.6433271125407114e-05
19800108T10,5.884602249866627e-05
19800108T11,8.353461090093402e-05
19800108T12,8.319099488762248e-05
19800108T13,8.240564840039901e-05
19800108T14,8.338037761697678e-05
19800108T15,5.347181442710908e-05
19800108T16,2.690936154916932e-05
19800108T17,1.0447488429964315e-05
19800108T18,9.570423835184114e-06
19800108T19,1.429173213109651e-05
19800108T20,1.6259512109598584e-05
19800108T21,1.5130171726690469e-05
19800108T22,1.1155732058053476e-05
19800108T23,6.417632888048163e-06
19800109T00,4.1218020894922154e-06
19800109T01,2.416441404073433e-06
19800109T02,1.7915698040917556e-06
19800109T03,1.7215213771128882e-06
19800109T04,1.649332877397001e-06
19800109T05,1.708198599993439e-06
19800109T06,1.6412790829340366e-06
19800109T07,5.619324337869005e-06
19800109T08,4.9139149064517025e-06
19800109T09,3.750971173236644e-06
19800109T10,3.3606862861049748e-06
19800109T11,4.6392597069270555e-06
19800109T12,1.0875907427704577e-05
19800109T13,1.9293446292500036e-05
19800109T14,1.6688044186694953e-05
19800109T15,1.0055417996441104e-05
19800109T16,4.070978229779931e-06
19800109T17,2.7197996617472136e-06
19800109T18,3.1325588215964225e-06
19800109T19,4.068951335691171e-06
19800109T20,2.8327711590914223e-06
19800109T21,2.111886809961327e-06
19800109T22,1.3773231287017414e-06
19800109T23,9.457826117214924e-07
19800110T00,7.6532317274965e-07
19800110T01,7.814483377961468e-07
19800110T02,1.000314240956414e-06
19800110T03,1.2198227331786896e-06
19800110T04,1.2392486491846637e-06
19800110T05,1.2528115234356382e-06
19800110T06,1.0459880901822396e-06
19800110T07,1.7258037497238805e-06
19800110T08,1.8893351685477753e-06
19800110T09,2.5052113821465835e-06
19800110T10,3.366102671943856e-06
19800110T11,4.446109502052667e-06
19800110T12,2.266438378805632e-06
19800110T13,1.1171372332104823e-06
19800110T14,1.210966284343619e-06
19800110T15,1.1482334488495584e-06
19800110T16,2.7490917161107187e-06
19800110T17,3.5001877435887367e-06
19800110T18,3.3564441019572526e-06
19800110T19,7.216769235559125e-06
19800110T20,5.9614728149528505e-06
19800110T21,5.833479457235305e-06
19800110T22,4.825035692085874e-06
19800110T23,3.880396656814275e-06
19800111T00,3.673689941640672e-06
19800111T01,3.548737528197419e-06
19800111T02,3.713925681754071e-06
19800111T03,4.0319188464265745e-06
19800111T04,4.2917347995343826e-06
19800111T05,4.118026062968362e-06
19800111T06,3.3527260518036368e-06
19800111T07,2.694873876089526e-06
19800111T08,2.0719081929732337e-06
19800111T09,1.4708051119197829e-06
19800111T10,1.2905468458220094e-06
19800111T11,9.734286720752425e-07
19800111T12,8.03710123562564e-07
19800111T13,1.452662109425964e-06
19800111T14,1.1433924237212798e-06
19800111T15,2.6283521678705037e-06
19800111T16,3.3319491097954444e-06
19800111T17,4.229646849291704e-06
19800111T18,3.482669925919745e-06
19800111T19,6.398466447345144e-06
19800111T20,5.231284241950223e-06
19800111T21,3.957589748198894e-06
19800111T22,2.9294367394683332e-06
19800111T23,1.9305601600375054e-06
19800112T00,1.5702931415713254e-06
19800112T01,1.1152008199717084e-06
19800112T02,7.178351092209271e-07
19800112T03,8.640887504705397e-07
19800112T04,8.979148194477391e-07
19800112T05,6.169261305467157e-07
19800112T06,5.649389278997736e-07
19800112T07,1.8681643289041784e-06
19800112T08,1.3451408353749934e-06
19800112T09,7.882347542675506e-07
19800112T10,3.85630530913936e-07
19800112T11,6.093851927049284e-07
19800112T12,3.689648334716066e-07
19800112T13,8.829616397063332e-07
19800112T14,6.772578099825228e-07
19800112T15,1.1549646020820191e-06
19800112T16,9.767108116390085e-07
19800112T17,1.1706300249584226e-06
19800112T18,7.185616297394415e-07
19800112T19,6.378815258600938e-07
19800112T20,4.638405673884823e-07
19800112T21,3.554025010560778e-07
19800112T22,2.673432510460284e-07
19800112T23,2.0621462008636678e-07
19800113T00,1.6237635826658498e-07
19800113T01,1.406888165395593e-07
19800113T02,1.2967531648092512e-07
19800113T03,1.1692299329657917e-07
19800113T04,8.880683003383371e-08
